0.6490 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
43.5799 	INFO 	Loaded monitor calibration from ['2021_09_02 11:12']
44.1486 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([1, 1, 1]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f8086666240>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7f8087eff160>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 315.0], screen=0, size=array([4480, 2520]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
44.1488 	EXP 	window1: mouseVisible = True
44.1489 	EXP 	window1: recordFrameIntervals = False
44.3149 	EXP 	window1: recordFrameIntervals = True
44.4980 	DEBUG 	Screen (0) actual frame rate measured at 60.01
44.4981 	EXP 	window1: recordFrameIntervals = False
44.7873 	INFO 	keyboard.Keyboard is using ptb backend.
44.8123 	EXP 	[0 0 0 0 0 0 0 0 0 0]
44.8617 	EXP 	Created welcome_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='welcome_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
44.8997 	INFO 	keyboard.Keyboard is using ptb backend.
